0.36842,0.68421
0.36842,0.73684
0.36842,0.78947
0.36842,0.84211
0.36842,0.89474
0.36842,0.94737
0.36842,1.00000
0.42105,0.00000
0.42105,0.05263
0.42105,0.10526
0.42105,0.15789
0.42105,0.21053
0.42105,0.26316
0.42105,0.31579
0.42105,0.36842
0.42105,0.42105
0.42105,0.47368
0.42105,0.52632
0.42105,0.57895
0.42105,0.63158
0.42105,0.68421
0.42105,0.73684
0.42105,0.78947
0.42105,0.84211
0.42105,0.89474
0.42105,0.94737
0.42105,1.00000
0.47368,0.00000
0.47368,0.05263
0.47368,0.10526
0.47368,0.15789
0.47368,0.21053
0.47368,0.26316
0.47368,0.31579
0.47368,0.36842
0.47368,0.42105
0.47368,0.47368
0.47368,0.52632
0.47368,0.57895
0.47368,0.63158
0.47368,0.68421
0.47368,0.73684
0.47368,0.78947
0.47368,0.84211
0.47368,0.89474
0.47368,0.94737
0.47368,1.00000
0.52632,0.00000
0.52632,0.05263
0.52632,0.10526
0.52632,0.15789
0.52632,0.21053
0.52632,0.26316
0.52632,0.31579
0.52632,0.36842
0.52632,0.42105
0.52632,0.47368
0.52632,0.52632
0.52632,0.57895
0.52632,0.63158
0.52632,0.68421
0.52632,0.73684
0.52632,0.78947
0.52632,0.84211
0.52632,0.89474
0.52632,0.94737
0.52632,1.00000
0.57895,0.00000
0.57895,0.05263
0.57895,0.10526
0.57895,0.15789
0.57895,0.21053
0.57895,0.26316
0.57895,0.31579
0.57895,0.36842
0.57895,0.42105
0.57895,0.47368
0.57895,0.52632
0.57895,0.57895
0.57895,0.63158
0.57895,0.68421
0.57895,0.73684
0.57895,0.78947
0.57895,0.84211
0.57895,0.89474
0.57895,0.94737
0.57895,1.00000
0.63158,0.00000
0.63158,0.05263
0.63158,0.10526
0.63158,0.15789
0.63158,0.21053
0.63158,0.26316
0.63158,0.31579
0.63158,0.36842
0.63158,0.42105
0.63158,0.47368
0.63158,0.52632
0.63158,0.57895
0.63158,0.63158
0.63158,0.68421
0.63158,0.73684
0.63158,0.78947
0.63158,0.84211
0.63158,0.89474
0.63158,0.94737
0.63158,1.00000
0.68421,0.00000
0.68421,0.05263
0.68421,0.10526
0.68421,0.15789
0.68421,0.21053
0.68421,0.26316
0.68421,0.31579
0.68421,0.36842
0.68421,0.42105
0.68421,0.47368
0.68421,0.52632
0.68421,0.57895
0.68421,0.63158
0.68421,0.68421
0.68421,0.73684
0.68421,0.78947
0.68421,0.84211
0.68421,0.89474
0.68421,0.94737
0.68421,1.00000
0.73684,0.00000
0.73684,0.05263
0.73684,0.10526
0.73684,0.15789
0.73684,0.21053
0.73684,0.26316
0.73684,0.31579
0.73684,0.36842
0.73684,0.42105
0.73684,0.47368
0.73684,0.52632
0.73684,0.57895
0.73684,0.63158
0.73684,0.68421
0.73684,0.73684
0.73684,0.78947
0.73684,0.84211
0.73684,0.89474
0.73684,0.94737
0.73684,1.00000
0.78947,0.00000
0.78947,0.05263
0.78947,0.10526
0.78947,0.15789
0.78947,0.21053
0.78947,0.26316
0.78947,0.31579
0.78947,0.36842
0.78947,0.42105
0.78947,0.47368
0.78947,0.52632
0.78947,0.57895
0.78947,0.63158
0.78947,0.68421
0.78947,0.73684
0.78947,0.78947
0.78947,0.84211
0.78947,0.89474
0.78947,0.94737
0.78947,1.00000
0.84211,0.00000
0.84211,0.05263
0.84211,0.10526
0.84211,0.15789
0.84211,0.21053
0.84211,0.26316
0.84211,0.31579
0.84211,0.36842
0.84211,0.42105
0.84211,0.47368
0.84211,0.52632
0.84211,0.57895
0.84211,0.63158
0.84211,0.68421
0.84211,0.73684
0.84211,0.78947
0.84211,0.84211
0.84211,0.89474
0.84211,0.94737
0.84211,1.00000
0.89474,0.00000
0.89474,0.05263
0.89474,0.10526
0.89474,0.15789
0.89474,0.21053
0.89474,0.26316
0.89474,0.31579
0.89474,0.36842
0.89474,0.42105
0.89474,0.47368
0.89474,0.52632
0.89474,0.57895
0.89474,0.63158
0.89474,0.68421
0.89474,0.73684
0.89474,0.78947
0.89474,0.84211
0.89474,0.89474
0.89474,0.94737
0.89474,1.00000
0.94737,0.00000
0.94737,0.05263
0.94737,0.10526
0.94737,0.15789
0.94737,0.21053
0.94737,0.26316
0.94737,0.31579
0.94737,0.36842
0.94737,0.42105
0.94737,0.47368
0.94737,0.52632
0.94737,0.57895
0.94737,0.63158
0.94737,0.68421
0.94737,0.73684
0.94737,0.78947
0.94737,0.84211
0.94737,0.89474
0.94737,0.94737
0.94737,1.00000
1.00000,0.00000
1.00000,0.05263
1.00000,0.10526
1.00000,0.15789
1.00000,0.21053
1.00000,0.26316
1.00000,0.31579
1.00000,0.36842
1.00000,0.42105
1.00000,0.47368
1.00000,0.52632
1.00000,0.57895
1.00000,0.63158
1.00000,0.68421
1.00000,0.73684
1.00000,0.78947
1.00000,0.84211
1.00000,0.89474
1.00000,0.94737
1.00000,1.00000
